iso_code,DATE,INDICATOR,VALUE,CATEGORY,QUARTER,YEAR,YearQuarter
OMN,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
OMN,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
OMN,2024-04-01,policy_comment,NIL,Older adults,1,2024,2024Q2
OMN,2024-04-01,policy_revacc_interval,> 6 months,Older adults,1,2024,2024Q2
OMN,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
OMN,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
STP,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
STP,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
UZB,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
UZB,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
UZB,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
UZB,2025-01-01,policy_comment,В настоящее время рекомендуется вакцинация один раз в год,Older adults,4,2024,2025Q1
UZB,2024-04-01,policy_revacc_interval,4 мес,Older adults,1,2024,2024Q2
UZB,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
UZB,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
UZB,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
UZB,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
UZB,2024-07-01,policy_revacc_interval,4 мес,Older adults,2,2024,2024Q3
AGO,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
AGO,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
MDA,2024-10-01,policy_revacc_interval,12 months,Older adults,3,2024,2024Q4
MDA,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
MDA,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
MDA,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
MDA,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
MDA,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
MDA,2024-07-01,policy_revacc_interval,12 months,Older adults,2,2024,2024Q3
MDA,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
MDA,2024-04-01,policy_revacc_interval,12 months,Older adults,1,2024,2024Q2
MDA,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
MDA,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
MDA,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
BGD,2024-10-01,policy_revacc_interval,After 6 Months,Older adults,3,2024,2024Q4
BGD,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
BGD,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
BGD,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
BGD,2024-07-01,policy_revacc_interval,After 6 Months,Older adults,2,2024,2024Q3
BGD,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
BGD,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BGD,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
BGD,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
BGD,2025-01-01,policy_comment,Periodic re-vaccination recommended for high risk group,Older adults,4,2024,2025Q1
EST,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
EST,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
EST,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
EST,2024-07-01,policy_comment,60+,Older adults,2,2024,2024Q3
EST,2024-07-01,policy_revacc_interval,6 months,Older adults,2,2024,2024Q3
EST,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
EST,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
EST,2024-04-01,policy_comment,60+,Older adults,1,2024,2024Q2
EST,2024-04-01,policy_revacc_interval,6 months,Older adults,1,2024,2024Q2
EST,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
EST,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
GTM,2025-01-01,policy_vacc,NO,Older adults,4,2024,2025Q1
GTM,2025-01-01,policy_revacc,NO,Older adults,4,2024,2025Q1
GTM,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
GTM,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
GTM,2024-04-01,policy_revacc_interval,"3 refuerzos después del esquema primario, con intervalo de 6 semanas después de la ultima dosis",Older adults,1,2024,2024Q2
GTM,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
GTM,2024-10-01,policy_revacc_interval,"3 refuerzos después del esquema primario, con intervalo de 6 semanas después de la ultima dosis",Older adults,3,2024,2024Q4
GTM,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
AFG,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
AFG,2024-10-01,policy_revacc_interval,12 months,Older adults,3,2024,2024Q4
AFG,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
AFG,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
AFG,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
AFG,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
AFG,2024-07-01,policy_revacc_interval,12 months,Older adults,2,2024,2024Q3
AFG,2024-04-01,policy_revacc_interval,12 Months,Older adults,1,2024,2024Q2
AFG,2024-04-01,policy_comment,We administer the COVID-19 vaccine as per SAGE guideline,Older adults,1,2024,2024Q2
AFG,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
AFG,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
AFG,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
AFG,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
JPN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
JPN,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
ESP,2024-07-01,policy_revacc_interval,1 year,Older adults,2,2024,2024Q3
ESP,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
ESP,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
ESP,2025-01-01,policy_comment,from 60 years of age,Older adults,4,2024,2025Q1
ESP,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
ESP,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
ESP,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
ESP,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
ESP,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
ESP,2024-04-01,policy_revacc_interval,1 year,Older adults,1,2024,2024Q2
ESP,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
ESP,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
ESP,2024-10-01,policy_revacc_interval,1 year,Older adults,3,2024,2024Q4
GNB,2024-04-01,policy_comment,a dose unica para o reforço e de dois a seis meses,Older adults,1,2024,2024Q2
GNB,2024-04-01,policy_revacc_interval,o intervalo e de dois a seis meses,Older adults,1,2024,2024Q2
GNB,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
GNB,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
GNB,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
GNB,2025-01-01,policy_comment,"A recomendação de doses de reforça e mais para pessoas idosas, técnico de saúde e pessoas com problemas de saude",Older adults,4,2024,2025Q1
GNB,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
GNB,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
CIV,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
CIV,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
CIV,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
CIV,2025-01-01,policy_comment,"Directies pour l'Astrazéneca, 4 semaines pour le Sinopharm et  le Johnson & Johnson  en une dose.  la dose de rappel ou booster est administrée 6 mois plutard après les doses primaires.",Older adults,4,2024,2025Q1
CIV,2024-04-01,policy_comment,"Aussi la personne agée peut recevoir une dose suivante (booster),  6 mois après les deux premières doses pour tous les types de vaccins utilisés par le pays.",Older adults,1,2024,2024Q2
CIV,2024-04-01,policy_revacc_interval,"L'intervalle est selon le vaccin adminitré à la personne agée: si Astrazeneca 12 semaines après la première dose, si Pfizer 8 semaines après la première dose, si Johnson & Johnson 6 mois après la première dose, si Sinopharm 4 semaines après la première dose.",Older adults,1,2024,2024Q2
CIV,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
CIV,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
EGY,2025-01-01,policy_revacc_interval,OTHER,Older adults,4,2024,2025Q1
EGY,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
EGY,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
