Date_reported,iso_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days,YearQuarter
2022-08-21,QAT,QATAR,EMR,205.0,2.0,638.0,9.0,2022Q3
2022-08-21,RUS,RUSSIAN FEDERATION,EUR,16634.0,,42753.0,,2022Q3
2022-08-21,KNA,SAINT KITTS AND NEVIS,AMR,1.0,,5.0,,2022Q3
2022-08-21,SAU,SAUDI ARABIA,EMR,,0.0,,18.0,2022Q3
2022-08-21,SEN,SENEGAL,AFR,,0.0,,0.0,2022Q3
2022-08-21,SXM,SINT MAARTEN,AMR,1.0,0.0,4.0,0.0,2022Q3
2022-08-21,SVK,SLOVAKIA,EUR,271.0,6.0,1272.0,21.0,2022Q3
2022-08-21,SVN,SLOVENIA,EUR,65.0,,280.0,,2022Q3
2022-08-21,ZAF,SOUTH AFRICA,AFR,131.0,,192.0,,2022Q3
2022-08-21,ESP,SPAIN,EUR,1907.0,95.0,11198.0,445.0,2022Q3
2022-08-21,SWE,SWEDEN,EUR,79.0,25.0,331.0,88.0,2022Q3
2022-08-21,CHE,SWITZERLAND,EUR,218.0,,1060.0,,2022Q3
2022-08-21,TUN,TUNISIA,EMR,307.0,136.0,544.0,136.0,2022Q3
2022-08-21,TUR,TURKEY,EUR,2494.0,500.0,19936.0,2916.0,2022Q3
2022-08-21,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,2.0,,2022Q3
2022-08-21,UKR,UKRAINE,EUR,1623.0,98.0,4440.0,264.0,2022Q3
2022-08-21,TZA,UNITED REPUBLIC OF TANZANIA,AFR,0.0,,0.0,,2022Q3
2022-08-21,USA,UNITED STATES OF AMERICA,AMR,38886.0,,169171.0,,2022Q3
2022-08-21,UZB,UZBEKISTAN,EUR,47.0,0.0,365.0,1.0,2022Q3
2022-08-21,ZWE,ZIMBABWE,AFR,6.0,,20.0,,2022Q3
2022-08-14,ALB,ALBANIA,EUR,34.0,,190.0,,2022Q3
2022-08-14,DZA,ALGERIA,AFR,1.0,,14.0,,2022Q3
2022-08-14,ARG,ARGENTINA,AMR,1086.0,89.0,5065.0,365.0,2022Q3
2022-08-14,ABW,ARUBA,AMR,3.0,0.0,18.0,3.0,2022Q3
2022-08-14,AUT,AUSTRIA,EUR,249.0,50.0,1575.0,342.0,2022Q3
2022-08-14,BHR,BAHRAIN,EMR,9.0,,75.0,,2022Q3
2022-08-14,BGD,BANGLADESH,SEAR,159.0,,1583.0,,2022Q3
2022-08-14,BEL,BELGIUM,EUR,660.0,,3488.0,,2022Q3
2022-08-14,BIH,BOSNIA AND HERZEGOVINA,EUR,213.0,8.0,730.0,25.0,2022Q3
2022-08-14,BRA,BRAZIL,AMR,2136.0,664.0,13882.0,4168.0,2022Q3
2022-08-14,BGR,BULGARIA,EUR,943.0,,3798.0,,2022Q3
2022-08-14,CAN,CANADA,AMR,1593.0,,7734.0,,2022Q3
2022-08-14,CHL,CHILE,AMR,900.0,12.0,3715.0,49.0,2022Q3
2022-08-14,CHN,CHINA,WPR,4405.0,,8078.0,,2022Q3
2022-08-14,CUB,CUBA,AMR,258.0,,1157.0,,2022Q3
2022-08-14,CUW,CURAÇAO,AMR,6.0,0.0,29.0,0.0,2022Q3
2022-08-14,CYP,CYPRUS,EUR,42.0,4.0,276.0,14.0,2022Q3
2022-08-14,CZE,CZECHIA,EUR,1184.0,83.0,5018.0,372.0,2022Q3
2022-08-14,DNK,DENMARK,EUR,386.0,15.0,1573.0,68.0,2022Q3
2022-08-14,EST,ESTONIA,EUR,80.0,9.0,337.0,41.0,2022Q3
2022-08-14,FRA,FRANCE,EUR,4485.0,450.0,26948.0,2702.0,2022Q3
2022-08-14,DEU,GERMANY,EUR,6313.0,371.0,32227.0,1829.0,2022Q3
2022-08-14,GRC,GREECE,EUR,1958.0,51.0,9686.0,228.0,2022Q3
2022-08-14,HND,HONDURAS,AMR,23.0,,37.0,2.0,2022Q3
2022-08-14,IDN,INDONESIA,WPR,4432.0,225.0,15148.0,746.0,2022Q3
2022-08-14,IRL,IRELAND,EUR,470.0,2.0,1980.0,18.0,2022Q3
2022-08-14,ITA,ITALY,EUR,3288.0,152.0,18685.0,771.0,2022Q3
2022-08-14,JAM,JAMAICA,AMR,3.0,,9.0,,2022Q3
2022-08-14,JOR,JORDAN,EMR,82.0,,361.0,,2022Q3
2022-08-14,LVA,LATVIA,EUR,299.0,12.0,885.0,28.0,2022Q3
2022-08-14,LBR,LIBERIA,AFR,0.0,,0.0,,2022Q3
2022-08-14,LIE,LIECHTENSTEIN,EUR,0.0,,3.0,0.0,2022Q3
2022-08-14,LTU,LITHUANIA,EUR,7633.0,,27262.0,,2022Q3
2022-08-14,LUX,LUXEMBOURG,EUR,14.0,1.0,73.0,5.0,2022Q3
2022-08-14,MYS,MALAYSIA,WPR,3469.0,79.0,14908.0,250.0,2022Q3
2022-08-14,MLT,MALTA,EUR,2.0,,25.0,,2022Q3
2022-08-14,MEX,MEXICO,AMR,1509.0,26.0,10281.0,139.0,2022Q3
2022-08-14,MNG,MONGOLIA,WPR,0.0,,0.0,,2022Q3
2022-08-14,MOZ,MOZAMBIQUE,AFR,10.0,,29.0,,2022Q3
2022-08-14,NLD,NETHERLANDS,EUR,384.0,23.0,2231.0,107.0,2022Q3
2022-08-14,NZL,NEW ZEALAND,WPR,476.0,11.0,2711.0,72.0,2022Q3
2022-08-14,NER,NIGER,AFR,1.0,,1.0,,2022Q3
2022-08-14,MKD,NORTH MACEDONIA,EUR,199.0,1.0,676.0,3.0,2022Q3
2022-08-14,NOR,NORWAY,EUR,204.0,21.0,871.0,85.0,2022Q3
2022-08-14,PAK,PAKISTAN,EMR,215.0,76.0,840.0,113.0,2022Q3
2022-08-14,POL,POLAND,EUR,96.0,,391.0,,2022Q3
2022-08-14,PRT,PORTUGAL,EUR,526.0,36.0,2439.0,197.0,2022Q3
2022-08-14,QAT,QATAR,EMR,140.0,4.0,611.0,9.0,2022Q3
2022-08-14,RUS,RUSSIAN FEDERATION,EUR,13426.0,,31093.0,,2022Q3
2022-08-14,KNA,SAINT KITTS AND NEVIS,AMR,2.0,,8.0,,2022Q3
2022-08-14,SAU,SAUDI ARABIA,EMR,,7.0,,36.0,2022Q3
2022-08-14,SXM,SINT MAARTEN,AMR,0.0,0.0,4.0,0.0,2022Q3
2022-08-14,SVK,SLOVAKIA,EUR,281.0,4.0,1371.0,21.0,2022Q3
2022-08-14,SVN,SLOVENIA,EUR,68.0,,307.0,,2022Q3
2022-08-14,ZAF,SOUTH AFRICA,AFR,4.0,,113.0,,2022Q3
2022-08-14,ESP,SPAIN,EUR,2388.0,95.0,14712.0,564.0,2022Q3
2022-08-14,SWE,SWEDEN,EUR,90.0,27.0,362.0,88.0,2022Q3
2022-08-14,CHE,SWITZERLAND,EUR,230.0,,1268.0,,2022Q3
2022-08-14,TUN,TUNISIA,EMR,49.0,,412.0,,2022Q3
2022-08-14,TUR,TURKEY,EUR,4221.0,697.0,23687.0,2996.0,2022Q3
2022-08-14,TCA,TURKS AND CAICOS ISLANDS,AMR,2.0,,3.0,,2022Q3
2022-08-14,UKR,UKRAINE,EUR,1216.0,41.0,3280.0,202.0,2022Q3
2022-08-14,TZA,UNITED REPUBLIC OF TANZANIA,AFR,0.0,,0.0,,2022Q3
2022-08-14,USA,UNITED STATES OF AMERICA,AMR,41880.0,,176320.0,,2022Q3
2022-08-14,UZB,UZBEKISTAN,EUR,78.0,0.0,502.0,1.0,2022Q3
2022-08-14,ZWE,ZIMBABWE,AFR,1.0,,21.0,,2022Q3
2022-08-07,ALB,ALBANIA,EUR,45.0,,204.0,,2022Q3
2022-08-07,DZA,ALGERIA,AFR,9.0,,15.0,,2022Q3
2022-08-07,ARG,ARGENTINA,AMR,1263.0,88.0,5185.0,352.0,2022Q3
2022-08-07,ABW,ARUBA,AMR,3.0,0.0,24.0,3.0,2022Q3
2022-08-07,AUT,AUSTRIA,EUR,298.0,49.0,1935.0,472.0,2022Q3
2022-08-07,BHR,BAHRAIN,EMR,12.0,,99.0,,2022Q3
2022-08-07,BGD,BANGLADESH,SEAR,330.0,,2051.0,,2022Q3
2022-08-07,BEL,BELGIUM,EUR,796.0,,4000.0,,2022Q3
2022-08-07,BTN,BHUTAN,SEAR,0.0,,0.0,,2022Q3
2022-08-07,BIH,BOSNIA AND HERZEGOVINA,EUR,199.0,10.0,600.0,19.0,2022Q3
2022-08-07,BRA,BRAZIL,AMR,2866.0,914.0,18284.0,5378.0,2022Q3
2022-08-07,BGR,BULGARIA,EUR,1035.0,,3404.0,,2022Q3
2022-08-07,CAN,CANADA,AMR,1869.0,,8661.0,,2022Q3
2022-08-07,CYM,CAYMAN ISLANDS,AMR,8.0,,16.0,,2022Q3
2022-08-07,CHL,CHILE,AMR,912.0,12.0,3885.0,47.0,2022Q3
2022-08-07,CHN,CHINA,WPR,1672.0,,4562.0,,2022Q3
2022-08-07,CUB,CUBA,AMR,355.0,,1100.0,,2022Q3
2022-08-07,CUW,CURAÇAO,AMR,6.0,0.0,45.0,0.0,2022Q3
2022-08-07,CYP,CYPRUS,EUR,69.0,1.0,349.0,13.0,2022Q3
2022-08-07,CZE,CZECHIA,EUR,1279.0,80.0,4530.0,338.0,2022Q3
2022-08-07,DNK,DENMARK,EUR,393.0,21.0,1650.0,64.0,2022Q3
2022-08-07,EST,ESTONIA,EUR,110.0,16.0,324.0,39.0,2022Q3
2022-08-07,FIN,FINLAND,EUR,1.0,1.0,2.0,2.0,2022Q3
2022-08-07,FRA,FRANCE,EUR,5488.0,599.0,31572.0,3129.0,2022Q3
2022-08-07,GMB,GAMBIA,AFR,0.0,0.0,0.0,0.0,2022Q3
2022-08-07,DEU,GERMANY,EUR,7421.0,413.0,35668.0,1950.0,2022Q3
2022-08-07,GRC,GREECE,EUR,2353.0,43.0,10331.0,227.0,2022Q3
2022-08-07,GNB,GUINEA-BISSAU,AFR,0.0,,4.0,,2022Q3
2022-08-07,HND,HONDURAS,AMR,10.0,2.0,14.0,2.0,2022Q3
2022-08-07,IDN,INDONESIA,WPR,4203.0,199.0,13002.0,627.0,2022Q3
2022-08-07,IRL,IRELAND,EUR,377.0,4.0,2448.0,27.0,2022Q3
2022-08-07,ITA,ITALY,EUR,4119.0,179.0,21872.0,869.0,2022Q3
2022-08-07,JAM,JAMAICA,AMR,2.0,,7.0,,2022Q3
2022-08-07,JOR,JORDAN,EMR,112.0,,321.0,,2022Q3
2022-08-07,KGZ,KYRGYZSTAN,EUR,0.0,,0.0,,2022Q3
2022-08-07,LVA,LATVIA,EUR,203.0,6.0,737.0,19.0,2022Q3
2022-08-07,LIE,LIECHTENSTEIN,EUR,0.0,,3.0,0.0,2022Q3
2022-08-07,LTU,LITHUANIA,EUR,7419.0,,23633.0,,2022Q3
2022-08-07,LUX,LUXEMBOURG,EUR,15.0,1.0,90.0,5.0,2022Q3
2022-08-07,MYS,MALAYSIA,WPR,3829.0,62.0,15506.0,227.0,2022Q3
2022-08-07,MLT,MALTA,EUR,1.0,,24.0,,2022Q3
2022-08-07,MEX,MEXICO,AMR,2134.0,35.0,12547.0,163.0,2022Q3
2022-08-07,MNG,MONGOLIA,WPR,0.0,,0.0,,2022Q3
2022-08-07,MOZ,MOZAMBIQUE,AFR,6.0,,25.0,,2022Q3
2022-08-07,NLD,NETHERLANDS,EUR,491.0,25.0,2658.0,120.0,2022Q3
2022-08-07,NZL,NEW ZEALAND,WPR,620.0,20.0,3089.0,83.0,2022Q3
2022-08-07,NER,NIGER,AFR,0.0,,0.0,,2022Q3
2022-08-07,MKD,NORTH MACEDONIA,EUR,180.0,1.0,527.0,2.0,2022Q3
2022-08-07,NOR,NORWAY,EUR,206.0,20.0,982.0,88.0,2022Q3
2022-08-07,PAK,PAKISTAN,EMR,194.0,5.0,833.0,98.0,2022Q3
2022-08-07,POL,POLAND,EUR,112.0,,340.0,,2022Q3
2022-08-07,PRT,PORTUGAL,EUR,547.0,46.0,2804.0,222.0,2022Q3
2022-08-07,QAT,QATAR,EMR,109.0,2.0,867.0,14.0,2022Q3
2022-08-07,RUS,RUSSIAN FEDERATION,EUR,6163.0,,23090.0,,2022Q3
2022-08-07,KNA,SAINT KITTS AND NEVIS,AMR,1.0,,8.0,,2022Q3
2022-08-07,STP,SAO TOME AND PRINCIPE,AFR,2.0,,2.0,,2022Q3
2022-08-07,SAU,SAUDI ARABIA,EMR,,3.0,,59.0,2022Q3
2022-08-07,SXM,SINT MAARTEN,AMR,3.0,0.0,5.0,0.0,2022Q3
2022-08-07,SVK,SLOVAKIA,EUR,300.0,4.0,1329.0,20.0,2022Q3
2022-08-07,SVN,SLOVENIA,EUR,67.0,,307.0,,2022Q3
2022-08-07,ZAF,SOUTH AFRICA,AFR,3.0,,159.0,,2022Q3
2022-08-07,ESP,SPAIN,EUR,3035.0,105.0,19025.0,745.0,2022Q3
2022-08-07,SWE,SWEDEN,EUR,92.0,21.0,336.0,79.0,2022Q3
2022-08-07,CHE,SWITZERLAND,EUR,271.0,,1532.0,,2022Q3
2022-08-07,TUN,TUNISIA,EMR,81.0,,674.0,,2022Q3
2022-08-07,TUR,TURKEY,EUR,6128.0,886.0,22901.0,2614.0,2022Q3
2022-08-07,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,6.0,,2022Q3
2022-08-07,UKR,UKRAINE,EUR,913.0,73.0,2491.0,211.0,2022Q3
2022-08-07,USA,UNITED STATES OF AMERICA,AMR,43675.0,,178226.0,,2022Q3
2022-08-07,UZB,UZBEKISTAN,EUR,98.0,1.0,625.0,1.0,2022Q3
2022-08-07,ZMB,ZAMBIA,AFR,1.0,,6.0,,2022Q3
2022-08-07,ZWE,ZIMBABWE,AFR,4.0,,21.0,,2022Q3
2022-07-31,ALB,ALBANIA,EUR,75.0,,227.0,,2022Q3
2022-07-31,DZA,ALGERIA,AFR,2.0,,8.0,,2022Q3
2022-07-31,ARG,ARGENTINA,AMR,1457.0,104.0,4917.0,315.0,2022Q3
2022-07-31,ABW,ARUBA,AMR,4.0,2.0,30.0,5.0,2022Q3
2022-07-31,AUT,AUSTRIA,EUR,469.0,102.0,2086.0,551.0,2022Q3
2022-07-31,BHR,BAHRAIN,EMR,21.0,,137.0,,2022Q3
2022-07-31,BGD,BANGLADESH,SEAR,357.0,,2415.0,,2022Q3
2022-07-31,BEL,BELGIUM,EUR,933.0,,4214.0,,2022Q3
2022-07-31,BIH,BOSNIA AND HERZEGOVINA,EUR,184.0,5.0,440.0,12.0,2022Q3
2022-07-31,BWA,BOTSWANA,AFR,1.0,,1.0,,2022Q3
2022-07-31,BRA,BRAZIL,AMR,3661.0,1094.0,22871.0,6580.0,2022Q3
2022-07-31,BGR,BULGARIA,EUR,951.0,,2754.0,,2022Q3
2022-07-31,CAN,CANADA,AMR,1923.0,,8587.0,,2022Q3
2022-07-31,CYM,CAYMAN ISLANDS,AMR,8.0,,8.0,,2022Q3
2022-07-31,CHL,CHILE,AMR,890.0,11.0,4087.0,45.0,2022Q3
2022-07-31,CHN,CHINA,WPR,796.0,,3671.0,,2022Q3
2022-07-31,CUB,CUBA,AMR,313.0,,860.0,,2022Q3
2022-07-31,CUW,CURAÇAO,AMR,4.0,0.0,63.0,0.0,2022Q3
2022-07-31,CYP,CYPRUS,EUR,65.0,3.0,410.0,19.0,2022Q3
2022-07-31,CZE,CZECHIA,EUR,1385.0,113.0,3592.0,280.0,2022Q3
2022-07-31,DNK,DENMARK,EUR,359.0,19.0,1696.0,54.0,2022Q3
2022-07-31,EST,ESTONIA,EUR,85.0,11.0,277.0,27.0,2022Q3
2022-07-31,FIN,FINLAND,EUR,1.0,1.0,1.0,1.0,2022Q3
2022-07-31,FRA,FRANCE,EUR,7440.0,734.0,34754.0,3308.0,2022Q3
2022-07-31,DEU,GERMANY,EUR,8274.0,504.0,36810.0,1961.0,2022Q3
2022-07-31,GHA,GHANA,AFR,2.0,,2.0,,2022Q3
2022-07-31,GRC,GREECE,EUR,2570.0,64.0,10271.0,234.0,2022Q3
2022-07-31,GIN,GUINEA,AFR,4.0,4.0,4.0,5.0,2022Q3
2022-07-31,GNB,GUINEA-BISSAU,AFR,0.0,,5.0,,2022Q3
2022-07-31,HND,HONDURAS,AMR,4.0,,4.0,,2022Q3
2022-07-31,IDN,INDONESIA,WPR,3586.0,166.0,10547.0,558.0,2022Q3
2022-07-31,IRL,IRELAND,EUR,548.0,4.0,3102.0,27.0,2022Q3
2022-07-31,ITA,ITALY,EUR,5073.0,197.0,24215.0,958.0,2022Q3
2022-07-31,JAM,JAMAICA,AMR,3.0,,5.0,,2022Q3
2022-07-31,JOR,JORDAN,EMR,89.0,,243.0,,2022Q3
2022-07-31,KGZ,KYRGYZSTAN,EUR,0.0,,0.0,,2022Q3
2022-07-31,LVA,LATVIA,EUR,174.0,3.0,672.0,16.0,2022Q3
2022-07-31,LBR,LIBERIA,AFR,0.0,,0.0,,2022Q3
2022-07-31,LIE,LIECHTENSTEIN,EUR,2.0,,5.0,0.0,2022Q3
2022-07-31,LTU,LITHUANIA,EUR,6665.0,,18672.0,,2022Q3
2022-07-31,LUX,LUXEMBOURG,EUR,20.0,1.0,108.0,5.0,2022Q3
2022-07-31,MYS,MALAYSIA,WPR,3773.0,53.0,15444.0,219.0,2022Q3
2022-07-31,MLT,MALTA,EUR,21.0,,25.0,,2022Q3
2022-07-31,MEX,MEXICO,AMR,2957.0,32.0,13740.0,166.0,2022Q3
2022-07-31,MNG,MONGOLIA,WPR,0.0,,0.0,,2022Q3
2022-07-31,MOZ,MOZAMBIQUE,AFR,4.0,,28.0,,2022Q3
2022-07-31,NAM,NAMIBIA,AFR,0.0,0.0,6.0,1.0,2022Q3
2022-07-31,NLD,NETHERLANDS,EUR,591.0,27.0,2869.0,132.0,2022Q3
2022-07-31,NZL,NEW ZEALAND,WPR,760.0,21.0,3202.0,86.0,2022Q3
2022-07-31,MKD,NORTH MACEDONIA,EUR,161.0,0.0,376.0,1.0,2022Q3
2022-07-31,NOR,NORWAY,EUR,221.0,24.0,1121.0,99.0,2022Q3
2022-07-31,PAK,PAKISTAN,EMR,211.0,7.0,805.0,117.0,2022Q3
2022-07-31,POL,POLAND,EUR,93.0,,272.0,,2022Q3
2022-07-31,PRT,PORTUGAL,EUR,617.0,54.0,3252.0,247.0,2022Q3
2022-07-31,QAT,QATAR,EMR,184.0,1.0,1036.0,12.0,2022Q3
2022-07-31,RUS,RUSSIAN FEDERATION,EUR,6530.0,,22165.0,,2022Q3
2022-07-31,KNA,SAINT KITTS AND NEVIS,AMR,1.0,,15.0,,2022Q3
2022-07-31,SAU,SAUDI ARABIA,EMR,,8.0,,66.0,2022Q3
2022-07-31,SXM,SINT MAARTEN,AMR,0.0,0.0,5.0,0.0,2022Q3
2022-07-31,SVK,SLOVAKIA,EUR,420.0,7.0,1192.0,20.0,2022Q3
2022-07-31,SVN,SLOVENIA,EUR,80.0,,297.0,,2022Q3
2022-07-31,ZAF,SOUTH AFRICA,AFR,54.0,,220.0,,2022Q3
2022-07-31,ESP,SPAIN,EUR,3868.0,150.0,23712.0,906.0,2022Q3
2022-07-31,SWE,SWEDEN,EUR,70.0,15.0,287.0,65.0,2022Q3
2022-07-31,CHE,SWITZERLAND,EUR,341.0,,1769.0,,2022Q3
2022-07-31,TUN,TUNISIA,EMR,107.0,,1115.0,,2022Q3
2022-07-31,TUR,TURKEY,EUR,7093.0,833.0,18932.0,1940.0,2022Q3
2022-07-31,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,8.0,,2022Q3
2022-07-31,UKR,UKRAINE,EUR,688.0,52.0,1942.0,182.0,2022Q3
2022-07-31,USA,UNITED STATES OF AMERICA,AMR,44730.0,,175189.0,,2022Q3
2022-07-31,UZB,UZBEKISTAN,EUR,142.0,0.0,723.0,2.0,2022Q3
2022-07-31,ZMB,ZAMBIA,AFR,1.0,,11.0,,2022Q3
2022-07-31,ZWE,ZIMBABWE,AFR,9.0,,34.0,,2022Q3
2022-07-24,ALB,ALBANIA,EUR,36.0,,192.0,,2022Q3
2022-07-24,DZA,ALGERIA,AFR,2.0,,6.0,,2022Q3
2022-07-24,ARG,ARGENTINA,AMR,1259.0,84.0,4297.0,244.0,2022Q3
2022-07-24,ABW,ARUBA,AMR,8.0,1.0,39.0,3.0,2022Q3
2022-07-24,AUT,AUSTRIA,EUR,559.0,141.0,2026.0,547.0,2022Q3
2022-07-24,BHR,BAHRAIN,EMR,33.0,,161.0,,2022Q3
2022-07-24,BGD,BANGLADESH,SEAR,737.0,,2822.0,,2022Q3
2022-07-24,BEL,BELGIUM,EUR,1099.0,,4119.0,,2022Q3
2022-07-24,BIH,BOSNIA AND HERZEGOVINA,EUR,134.0,2.0,292.0,9.0,2022Q3
2022-07-24,BRA,BRAZIL,AMR,5219.0,1496.0,27000.0,7694.0,2022Q3
2022-07-24,BGR,BULGARIA,EUR,869.0,,2072.0,,2022Q3
2022-07-24,CAN,CANADA,AMR,2349.0,,8304.0,,2022Q3
2022-07-24,CHL,CHILE,AMR,1013.0,14.0,4231.0,44.0,2022Q3
2022-07-24,CHN,CHINA,WPR,1205.0,,3233.0,,2022Q3
2022-07-24,CUB,CUBA,AMR,231.0,,633.0,,2022Q3
2022-07-24,CUW,CURAÇAO,AMR,13.0,0.0,65.0,0.0,2022Q3
2022-07-24,CYP,CYPRUS,EUR,100.0,6.0,452.0,23.0,2022Q3
2022-07-24,CZE,CZECHIA,EUR,1170.0,96.0,2509.0,186.0,2022Q3
2022-07-24,DNK,DENMARK,EUR,435.0,13.0,1711.0,49.0,2022Q3
2022-07-24,EST,ESTONIA,EUR,62.0,5.0,258.0,24.0,2022Q3
2022-07-24,FRA,FRANCE,EUR,9535.0,919.0,33740.0,3185.0,2022Q3
2022-07-24,DEU,GERMANY,EUR,10219.0,541.0,36033.0,1820.0,2022Q3
2022-07-24,GRC,GREECE,EUR,2805.0,70.0,9663.0,205.0,2022Q3
2022-07-24,GIN,GUINEA,AFR,,1.0,14.0,1.0,2022Q3
2022-07-24,GNB,GUINEA-BISSAU,AFR,2.0,,5.0,,2022Q3
2022-07-24,IDN,INDONESIA,WPR,2927.0,156.0,8410.0,467.0,2022Q3
2022-07-24,IRL,IRELAND,EUR,585.0,8.0,3361.0,28.0,2022Q3
2022-07-24,ITA,ITALY,EUR,6205.0,243.0,24728.0,984.0,2022Q3
2022-07-24,JAM,JAMAICA,AMR,1.0,,6.0,,2022Q3
2022-07-24,JOR,JORDAN,EMR,78.0,,168.0,,2022Q3
2022-07-24,KGZ,KYRGYZSTAN,EUR,0.0,,0.0,,2022Q3
2022-07-24,LVA,LATVIA,EUR,209.0,7.0,643.0,27.0,2022Q3
2022-07-24,LIE,LIECHTENSTEIN,EUR,1.0,0.0,5.0,0.0,2022Q3
2022-07-24,LTU,LITHUANIA,EUR,5545.0,,14216.0,,2022Q3
2022-07-24,LUX,LUXEMBOURG,EUR,24.0,2.0,110.0,4.0,2022Q3
2022-07-24,MYS,MALAYSIA,WPR,3837.0,56.0,15146.0,209.0,2022Q3
2022-07-24,MLT,MALTA,EUR,1.0,,5.0,,2022Q3
2022-07-24,MUS,MAURITIUS,AFR,11.0,,11.0,,2022Q3
2022-07-24,MEX,MEXICO,AMR,3681.0,46.0,12956.0,157.0,2022Q3
2022-07-24,MNG,MONGOLIA,WPR,0.0,,0.0,,2022Q3
2022-07-24,MOZ,MOZAMBIQUE,AFR,9.0,,32.0,,2022Q3
2022-07-24,NAM,NAMIBIA,AFR,1.0,1.0,12.0,2.0,2022Q3
2022-07-24,NLD,NETHERLANDS,EUR,765.0,32.0,2909.0,132.0,2022Q3
2022-07-24,NZL,NEW ZEALAND,WPR,855.0,20.0,3040.0,77.0,2022Q3
2022-07-24,MKD,NORTH MACEDONIA,EUR,136.0,1.0,237.0,1.0,2022Q3
2022-07-24,NOR,NORWAY,EUR,240.0,20.0,1271.0,98.0,2022Q3
2022-07-24,PAK,PAKISTAN,EMR,220.0,25.0,757.0,320.0,2022Q3
2022-07-24,POL,POLAND,EUR,90.0,,203.0,,2022Q3
2022-07-24,PRT,PORTUGAL,EUR,749.0,61.0,3755.0,276.0,2022Q3
2022-07-24,QAT,QATAR,EMR,178.0,2.0,1300.0,17.0,2022Q3
2022-07-24,RUS,RUSSIAN FEDERATION,EUR,4974.0,,21318.0,,2022Q3
2022-07-24,RWA,RWANDA,AFR,3.0,1.0,8.0,2.0,2022Q3
2022-07-24,KNA,SAINT KITTS AND NEVIS,AMR,4.0,,16.0,,2022Q3
2022-07-24,SAU,SAUDI ARABIA,EMR,,18.0,,86.0,2022Q3
2022-07-24,SYC,SEYCHELLES,AFR,0.0,0.0,0.0,0.0,2022Q3
2022-07-24,SXM,SINT MAARTEN,AMR,1.0,0.0,8.0,0.0,2022Q3
2022-07-24,SVK,SLOVAKIA,EUR,370.0,6.0,927.0,14.0,2022Q3
2022-07-24,SVN,SLOVENIA,EUR,92.0,,262.0,,2022Q3
2022-07-24,ZAF,SOUTH AFRICA,AFR,52.0,,264.0,,2022Q3
2022-07-24,ESP,SPAIN,EUR,5421.0,214.0,27403.0,1057.0,2022Q3
2022-07-24,SWE,SWEDEN,EUR,110.0,25.0,271.0,51.0,2022Q3
2022-07-24,CHE,SWITZERLAND,EUR,426.0,,1884.0,,2022Q3
2022-07-24,TUN,TUNISIA,EMR,175.0,,1372.0,,2022Q3
2022-07-24,TUR,TURKEY,EUR,6245.0,580.0,13125.0,1202.0,2022Q3
2022-07-24,TCA,TURKS AND CAICOS ISLANDS,AMR,1.0,,9.0,,2022Q3
2022-07-24,UGA,UGANDA,AFR,3.0,,7.0,,2022Q3
2022-07-24,UKR,UKRAINE,EUR,463.0,36.0,1595.0,170.0,2022Q3
2022-07-24,USA,UNITED STATES OF AMERICA,AMR,46035.0,,167143.0,,2022Q3
2022-07-24,UZB,UZBEKISTAN,EUR,184.0,0.0,985.0,4.0,2022Q3
2022-07-24,ZMB,ZAMBIA,AFR,1.0,,15.0,,2022Q3
2022-07-24,ZWE,ZIMBABWE,AFR,7.0,,39.0,,2022Q3
2022-07-17,ALB,ALBANIA,EUR,48.0,,182.0,,2022Q3
2022-07-17,DZA,ALGERIA,AFR,2.0,,4.0,0.0,2022Q3
2022-07-17,ARG,ARGENTINA,AMR,1206.0,76.0,3861.0,201.0,2022Q3
2022-07-17,ABW,ARUBA,AMR,9.0,0.0,43.0,3.0,2022Q3
2022-07-17,AUT,AUSTRIA,EUR,609.0,180.0,1844.0,497.0,2022Q3
2022-07-17,BHR,BAHRAIN,EMR,33.0,,156.0,,2022Q3
2022-07-17,BGD,BANGLADESH,SEAR,627.0,,2561.0,,2022Q3
2022-07-17,BEL,BELGIUM,EUR,1172.0,,3720.0,,2022Q3
2022-07-17,BTN,BHUTAN,SEAR,0.0,,0.0,,2022Q3
2022-07-17,BIH,BOSNIA AND HERZEGOVINA,EUR,83.0,2.0,178.0,10.0,2022Q3
2022-07-17,BRA,BRAZIL,AMR,6538.0,1874.0,29262.0,8386.0,2022Q3
2022-07-17,BGR,BULGARIA,EUR,549.0,,1442.0,,2022Q3
2022-07-17,CAN,CANADA,AMR,2520.0,,7628.0,,2022Q3
2022-07-17,CHL,CHILE,AMR,1070.0,10.0,4301.0,55.0,2022Q3
2022-07-17,CHN,CHINA,WPR,889.0,,2312.0,,2022Q3
2022-07-17,CUB,CUBA,AMR,201.0,,468.0,,2022Q3
2022-07-17,CUW,CURAÇAO,AMR,22.0,0.0,68.0,0.0,2022Q3
2022-07-17,CYP,CYPRUS,EUR,115.0,3.0,426.0,19.0,2022Q3
2022-07-17,CZE,CZECHIA,EUR,696.0,49.0,1497.0,100.0,2022Q3
