Country,iso_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths,Date,YearQuarter
Belize,BLZ,AMR,UMC,2020,7,65+,0.0,2020-07-01,2020Q3
Belize,BLZ,AMR,UMC,2020,12,65+,0.0,2020-12-01,2020Q4
Belize,BLZ,AMR,UMC,2020,8,65+,0.0,2020-08-01,2020Q3
Belize,BLZ,AMR,UMC,2020,10,65+,0.0,2020-10-01,2020Q4
Namibia,NAM,AFR,UMC,2020,8,65+,7.0,2020-08-01,2020Q3
Namibia,NAM,AFR,UMC,2020,5,65+,0.0,2020-05-01,2020Q2
Namibia,NAM,AFR,UMC,2020,7,65+,0.0,2020-07-01,2020Q3
Namibia,NAM,AFR,UMC,2020,6,65+,0.0,2020-06-01,2020Q2
Namibia,NAM,AFR,UMC,2020,9,65+,7.0,2020-09-01,2020Q3
Angola,AGO,AFR,LMC,2020,8,65+,5.0,2020-08-01,2020Q3
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,5,65+,0.0,2020-05-01,2020Q2
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,11,65+,1.0,2020-11-01,2020Q4
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,12,65+,0.0,2020-12-01,2020Q4
Mauritania,MRT,AFR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,8,65+,0.0,2020-08-01,2020Q3
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,3,65+,0.0,2020-03-01,2020Q1
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,6,65+,0.0,2020-06-01,2020Q2
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,7,65+,0.0,2020-07-01,2020Q3
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,4,65+,0.0,2020-04-01,2020Q2
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,9,65+,0.0,2020-09-01,2020Q3
Venezuela (Bolivarian Republic of),VEN,AMR,,2020,10,65+,0.0,2020-10-01,2020Q4
Azerbaijan,AZE,EUR,UMC,2020,9,65+,0.0,2020-09-01,2020Q3
Azerbaijan,AZE,EUR,UMC,2020,5,65+,0.0,2020-05-01,2020Q2
Azerbaijan,AZE,EUR,UMC,2020,4,65+,0.0,2020-04-01,2020Q2
Azerbaijan,AZE,EUR,UMC,2020,6,65+,0.0,2020-06-01,2020Q2
Azerbaijan,AZE,EUR,UMC,2020,12,65+,0.0,2020-12-01,2020Q4
Azerbaijan,AZE,EUR,UMC,2020,8,65+,0.0,2020-08-01,2020Q3
Azerbaijan,AZE,EUR,UMC,2020,10,65+,0.0,2020-10-01,2020Q4
Azerbaijan,AZE,EUR,UMC,2020,7,65+,0.0,2020-07-01,2020Q3
Azerbaijan,AZE,EUR,UMC,2020,11,65+,0.0,2020-11-01,2020Q4
Azerbaijan,AZE,EUR,UMC,2020,3,65+,0.0,2020-03-01,2020Q1
Zambia,ZMB,AFR,LMC,2020,4,65+,0.0,2020-04-01,2020Q2
Zambia,ZMB,AFR,LMC,2020,6,65+,0.0,2020-06-01,2020Q2
Zambia,ZMB,AFR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
Zambia,ZMB,AFR,LMC,2020,5,65+,0.0,2020-05-01,2020Q2
Zambia,ZMB,AFR,LMC,2020,7,65+,0.0,2020-07-01,2020Q3
Bahamas,BHS,AMR,HIC,2020,11,65+,4.0,2020-11-01,2020Q4
Bahamas,BHS,AMR,HIC,2020,9,65+,27.0,2020-09-01,2020Q3
Bahamas,BHS,AMR,HIC,2020,8,65+,8.0,2020-08-01,2020Q3
Bahamas,BHS,AMR,HIC,2020,10,65+,33.0,2020-10-01,2020Q4
Bahamas,BHS,AMR,HIC,2020,7,65+,3.0,2020-07-01,2020Q3
Bahamas,BHS,AMR,HIC,2020,5,65+,0.0,2020-05-01,2020Q2
Bahamas,BHS,AMR,HIC,2020,4,65+,12.0,2020-04-01,2020Q2
Zambia,ZMB,AFR,LMC,2020,12,65+,0.0,2020-12-01,2020Q4
Zambia,ZMB,AFR,LMC,2020,8,65+,0.0,2020-08-01,2020Q3
Zambia,ZMB,AFR,LMC,2020,9,65+,0.0,2020-09-01,2020Q3
Zambia,ZMB,AFR,LMC,2020,11,65+,0.0,2020-11-01,2020Q4
Zambia,ZMB,AFR,LMC,2020,10,65+,0.0,2020-10-01,2020Q4
Montenegro,MNE,EUR,UMC,2020,5,65+,0.0,2020-05-01,2020Q2
Montenegro,MNE,EUR,UMC,2020,11,65+,75.0,2020-11-01,2020Q4
Montenegro,MNE,EUR,UMC,2020,10,65+,83.0,2020-10-01,2020Q4
Montenegro,MNE,EUR,UMC,2020,8,65+,0.0,2020-08-01,2020Q3
Montenegro,MNE,EUR,UMC,2020,12,65+,152.0,2020-12-01,2020Q4
Austria,AUT,EUR,HIC,2020,12,65+,3356.0,2020-12-01,2020Q4
Austria,AUT,EUR,HIC,2020,10,65+,492.0,2020-10-01,2020Q4
Montenegro,MNE,EUR,UMC,2020,7,65+,0.0,2020-07-01,2020Q3
Austria,AUT,EUR,HIC,2020,8,65+,37.0,2020-08-01,2020Q3
Montenegro,MNE,EUR,UMC,2020,6,65+,0.0,2020-06-01,2020Q2
Montenegro,MNE,EUR,UMC,2020,9,65+,0.0,2020-09-01,2020Q3
Montenegro,MNE,EUR,UMC,2020,4,65+,0.0,2020-04-01,2020Q2
Austria,AUT,EUR,HIC,2020,5,65+,72.0,2020-05-01,2020Q2
Austria,AUT,EUR,HIC,2020,9,65+,114.0,2020-09-01,2020Q3
Austria,AUT,EUR,HIC,2020,6,65+,56.0,2020-06-01,2020Q2
Austria,AUT,EUR,HIC,2020,11,65+,2484.0,2020-11-01,2020Q4
Austria,AUT,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Austria,AUT,EUR,HIC,2020,4,65+,497.0,2020-04-01,2020Q2
Austria,AUT,EUR,HIC,2020,7,65+,48.0,2020-07-01,2020Q3
Austria,AUT,EUR,HIC,2020,3,65+,123.0,2020-03-01,2020Q1
Montenegro,MNE,EUR,UMC,2020,3,65+,0.0,2020-03-01,2020Q1
Zimbabwe,ZWE,AFR,LMC,2020,4,65+,0.0,2020-04-01,2020Q2
Zimbabwe,ZWE,AFR,LMC,2020,9,65+,0.0,2020-09-01,2020Q3
Zimbabwe,ZWE,AFR,LMC,2020,6,65+,0.0,2020-06-01,2020Q2
Zimbabwe,ZWE,AFR,LMC,2020,10,65+,0.0,2020-10-01,2020Q4
Zimbabwe,ZWE,AFR,LMC,2020,7,65+,0.0,2020-07-01,2020Q3
Zimbabwe,ZWE,AFR,LMC,2020,8,65+,0.0,2020-08-01,2020Q3
Zimbabwe,ZWE,AFR,LMC,2020,5,65+,0.0,2020-05-01,2020Q2
Zimbabwe,ZWE,AFR,LMC,2020,1,65+,0.0,2020-01-01,2020Q1
Zimbabwe,ZWE,AFR,LMC,2020,2,65+,0.0,2020-02-01,2020Q1
Zimbabwe,ZWE,AFR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
Bahamas,BHS,AMR,HIC,2020,12,65+,1.0,2020-12-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,3,65+,16.0,2020-03-01,2020Q1
Mongolia,MNG,WPR,UMC,2020,8,65+,1.0,2020-08-01,2020Q3
Mongolia,MNG,WPR,UMC,2020,9,65+,9.0,2020-09-01,2020Q3
Mongolia,MNG,WPR,UMC,2020,10,65+,4.0,2020-10-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,11,65+,17.0,2020-11-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,12,65+,75.0,2020-12-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,6,65+,28.0,2020-06-01,2020Q2
Mongolia,MNG,WPR,UMC,2020,7,65+,8.0,2020-07-01,2020Q3
Zimbabwe,ZWE,AFR,LMC,2020,11,65+,0.0,2020-11-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,1,65+,56.0,2020-01-01,2020Q1
Zimbabwe,ZWE,AFR,LMC,2020,12,65+,0.0,2020-12-01,2020Q4
Mongolia,MNG,WPR,UMC,2020,2,65+,15.0,2020-02-01,2020Q1
Mongolia,MNG,WPR,UMC,2020,5,65+,62.0,2020-05-01,2020Q2
Mongolia,MNG,WPR,UMC,2020,4,65+,45.0,2020-04-01,2020Q2
Bangladesh,BGD,SEAR,LMC,2020,12,65+,596.0,2020-12-01,2020Q4
Mexico,MEX,AMR,UMC,2020,11,65+,7322.0,2020-11-01,2020Q4
Bangladesh,BGD,SEAR,LMC,2020,11,65+,378.0,2020-11-01,2020Q4
Mexico,MEX,AMR,UMC,2020,9,65+,6185.0,2020-09-01,2020Q3
Mexico,MEX,AMR,UMC,2020,5,65+,5798.0,2020-05-01,2020Q2
Mozambique,MOZ,AFR,LIC,2020,6,65+,0.0,2020-06-01,2020Q2
Mozambique,MOZ,AFR,LIC,2020,3,65+,0.0,2020-03-01,2020Q1
Mexico,MEX,AMR,UMC,2020,6,65+,7246.0,2020-06-01,2020Q2
Mexico,MEX,AMR,UMC,2020,3,65+,5.0,2020-03-01,2020Q1
Bangladesh,BGD,SEAR,LMC,2020,1,65+,0.0,2020-01-01,2020Q1
Mexico,MEX,AMR,UMC,2020,7,65+,10362.0,2020-07-01,2020Q3
Mexico,MEX,AMR,UMC,2020,8,65+,6318.0,2020-08-01,2020Q3
Mexico,MEX,AMR,UMC,2020,12,65+,12597.0,2020-12-01,2020Q4
Mexico,MEX,AMR,UMC,2020,10,65+,6287.0,2020-10-01,2020Q4
Bangladesh,BGD,SEAR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
Bangladesh,BGD,SEAR,LMC,2020,10,65+,317.0,2020-10-01,2020Q4
Bangladesh,BGD,SEAR,LMC,2020,5,65+,132.0,2020-05-01,2020Q2
Bangladesh,BGD,SEAR,LMC,2020,9,65+,573.0,2020-09-01,2020Q3
Bangladesh,BGD,SEAR,LMC,2020,8,65+,553.0,2020-08-01,2020Q3
Bangladesh,BGD,SEAR,LMC,2020,7,65+,670.0,2020-07-01,2020Q3
Bangladesh,BGD,SEAR,LMC,2020,4,65+,2.0,2020-04-01,2020Q2
Bangladesh,BGD,SEAR,LMC,2020,2,65+,0.0,2020-02-01,2020Q1
Bangladesh,BGD,SEAR,LMC,2020,6,65+,434.0,2020-06-01,2020Q2
Barbados,BRB,AMR,HIC,2020,1,65+,2.0,2020-01-01,2020Q1
Australia,AUS,WPR,HIC,2020,7,65+,185.0,2020-07-01,2020Q3
Australia,AUS,WPR,HIC,2020,8,65+,25.0,2020-08-01,2020Q3
Mozambique,MOZ,AFR,LIC,2020,9,65+,0.0,2020-09-01,2020Q3
Mozambique,MOZ,AFR,LIC,2020,5,65+,0.0,2020-05-01,2020Q2
Mozambique,MOZ,AFR,LIC,2020,8,65+,0.0,2020-08-01,2020Q3
Mozambique,MOZ,AFR,LIC,2020,4,65+,0.0,2020-04-01,2020Q2
Mozambique,MOZ,AFR,LIC,2020,7,65+,0.0,2020-07-01,2020Q3
Mexico,MEX,AMR,UMC,2020,4,65+,3188.0,2020-04-01,2020Q2
Bahrain,BHR,EMR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Bahrain,BHR,EMR,HIC,2020,8,65+,15.0,2020-08-01,2020Q3
Bahrain,BHR,EMR,HIC,2020,5,65+,3.0,2020-05-01,2020Q2
Bahrain,BHR,EMR,HIC,2020,6,65+,28.0,2020-06-01,2020Q2
Bahrain,BHR,EMR,HIC,2020,4,65+,1.0,2020-04-01,2020Q2
Bahrain,BHR,EMR,HIC,2020,3,65+,2.0,2020-03-01,2020Q1
Monaco,MCO,EUR,HIC,2020,3,65+,0.0,2020-03-01,2020Q1
Yemen,YEM,EMR,LIC,2020,6,65+,0.0,2020-06-01,2020Q2
Bahrain,BHR,EMR,HIC,2020,11,65+,13.0,2020-11-01,2020Q4
Bahrain,BHR,EMR,HIC,2020,12,65+,8.0,2020-12-01,2020Q4
Bahrain,BHR,EMR,HIC,2020,10,65+,37.0,2020-10-01,2020Q4
Bahrain,BHR,EMR,HIC,2020,9,65+,40.0,2020-09-01,2020Q3
Bahrain,BHR,EMR,HIC,2020,7,65+,22.0,2020-07-01,2020Q3
Yemen,YEM,EMR,LIC,2020,4,65+,0.0,2020-04-01,2020Q2
Yemen,YEM,EMR,LIC,2020,5,65+,1.0,2020-05-01,2020Q2
New Zealand,NZL,WPR,HIC,2020,3,65+,0.0,2020-03-01,2020Q1
United Republic of Tanzania,TZA,AFR,LMC,2020,4,65+,0.0,2020-04-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,4,65+,41.0,2020-04-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,5,65+,4.0,2020-05-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,2,65+,0.0,2020-02-01,2020Q1
Malaysia,MYS,WPR,UMC,2020,1,65+,0.0,2020-01-01,2020Q1
Brazil,BRA,AMR,UMC,2020,11,65+,9589.0,2020-11-01,2020Q4
Brazil,BRA,AMR,UMC,2020,9,65+,12893.0,2020-09-01,2020Q3
Brazil,BRA,AMR,UMC,2020,7,65+,21986.0,2020-07-01,2020Q3
Brazil,BRA,AMR,UMC,2020,12,65+,18468.0,2020-12-01,2020Q4
Brazil,BRA,AMR,UMC,2020,8,65+,14348.0,2020-08-01,2020Q3
Brazil,BRA,AMR,UMC,2020,10,65+,7401.0,2020-10-01,2020Q4
Brazil,BRA,AMR,UMC,2020,6,65+,18441.0,2020-06-01,2020Q2
Malawi,MWI,AFR,LIC,2020,4,65+,0.0,2020-04-01,2020Q2
Malawi,MWI,AFR,LIC,2020,7,65+,1.0,2020-07-01,2020Q3
Malawi,MWI,AFR,LIC,2020,8,65+,1.0,2020-08-01,2020Q3
Brazil,BRA,AMR,UMC,2020,5,65+,19653.0,2020-05-01,2020Q2
Brazil,BRA,AMR,UMC,2020,4,65+,11827.0,2020-04-01,2020Q2
Brazil,BRA,AMR,UMC,2020,3,65+,710.0,2020-03-01,2020Q1
Brazil,BRA,AMR,UMC,2020,2,65+,0.0,2020-02-01,2020Q1
Brazil,BRA,AMR,UMC,2020,1,65+,1.0,2020-01-01,2020Q1
Niger,NER,AFR,LIC,2020,3,65+,0.0,2020-03-01,2020Q1
Niger,NER,AFR,LIC,2020,11,65+,0.0,2020-11-01,2020Q4
Niger,NER,AFR,LIC,2020,7,65+,0.0,2020-07-01,2020Q3
Niger,NER,AFR,LIC,2020,5,65+,0.0,2020-05-01,2020Q2
Niger,NER,AFR,LIC,2020,6,65+,0.0,2020-06-01,2020Q2
Niger,NER,AFR,LIC,2020,4,65+,0.0,2020-04-01,2020Q2
Niger,NER,AFR,LIC,2020,8,65+,0.0,2020-08-01,2020Q3
Niger,NER,AFR,LIC,2020,2,65+,0.0,2020-02-01,2020Q1
Lithuania,LTU,EUR,HIC,2020,10,65+,178.0,2020-10-01,2020Q4
Lithuania,LTU,EUR,HIC,2020,7,65+,1.0,2020-07-01,2020Q3
Brunei Darussalam,BRN,WPR,HIC,2020,6,65+,1.0,2020-06-01,2020Q2
Niger,NER,AFR,LIC,2020,12,65+,0.0,2020-12-01,2020Q4
Niger,NER,AFR,LIC,2020,9,65+,0.0,2020-09-01,2020Q3
Lithuania,LTU,EUR,HIC,2020,3,65+,19.0,2020-03-01,2020Q1
Lithuania,LTU,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Lithuania,LTU,EUR,HIC,2020,4,65+,34.0,2020-04-01,2020Q2
Lithuania,LTU,EUR,HIC,2020,8,65+,7.0,2020-08-01,2020Q3
Lithuania,LTU,EUR,HIC,2020,5,65+,15.0,2020-05-01,2020Q2
Lithuania,LTU,EUR,HIC,2020,9,65+,27.0,2020-09-01,2020Q3
Bulgaria,BGR,EUR,HIC,2020,9,65+,0.0,2020-09-01,2020Q3
Bulgaria,BGR,EUR,HIC,2020,3,65+,0.0,2020-03-01,2020Q1
Lithuania,LTU,EUR,HIC,2020,6,65+,1.0,2020-06-01,2020Q2
Niger,NER,AFR,LIC,2020,10,65+,0.0,2020-10-01,2020Q4
Bulgaria,BGR,EUR,HIC,2020,8,65+,0.0,2020-08-01,2020Q3
Bulgaria,BGR,EUR,HIC,2020,5,65+,0.0,2020-05-01,2020Q2
Bulgaria,BGR,EUR,HIC,2020,4,65+,0.0,2020-04-01,2020Q2
Bulgaria,BGR,EUR,HIC,2020,6,65+,0.0,2020-06-01,2020Q2
Bulgaria,BGR,EUR,HIC,2020,7,65+,0.0,2020-07-01,2020Q3
Lithuania,LTU,EUR,HIC,2020,11,65+,628.0,2020-11-01,2020Q4
Lithuania,LTU,EUR,HIC,2020,12,65+,1229.0,2020-12-01,2020Q4
Luxembourg,LUX,EUR,HIC,2020,3,65+,34.0,2020-03-01,2020Q1
Luxembourg,LUX,EUR,HIC,2020,12,65+,90.0,2020-12-01,2020Q4
Luxembourg,LUX,EUR,HIC,2020,5,65+,0.0,2020-05-01,2020Q2
Luxembourg,LUX,EUR,HIC,2020,9,65+,4.0,2020-09-01,2020Q3
Luxembourg,LUX,EUR,HIC,2020,10,65+,35.0,2020-10-01,2020Q4
Luxembourg,LUX,EUR,HIC,2020,4,65+,47.0,2020-04-01,2020Q2
Luxembourg,LUX,EUR,HIC,2020,7,65+,10.0,2020-07-01,2020Q3
Luxembourg,LUX,EUR,HIC,2020,6,65+,0.0,2020-06-01,2020Q2
Luxembourg,LUX,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Luxembourg,LUX,EUR,HIC,2020,11,65+,51.0,2020-11-01,2020Q4
Luxembourg,LUX,EUR,HIC,2020,8,65+,1.0,2020-08-01,2020Q3
Uruguay,URY,AMR,HIC,2020,7,65+,0.0,2020-07-01,2020Q3
Uruguay,URY,AMR,HIC,2020,4,65+,7.0,2020-04-01,2020Q2
Uruguay,URY,AMR,HIC,2020,1,65+,16.0,2020-01-01,2020Q1
Uruguay,URY,AMR,HIC,2020,6,65+,4.0,2020-06-01,2020Q2
Uruguay,URY,AMR,HIC,2020,2,65+,8.0,2020-02-01,2020Q1
Malta,MLT,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Uruguay,URY,AMR,HIC,2020,5,65+,0.0,2020-05-01,2020Q2
Malta,MLT,EUR,HIC,2020,11,65+,27.0,2020-11-01,2020Q4
Malta,MLT,EUR,HIC,2020,12,65+,59.0,2020-12-01,2020Q4
Malta,MLT,EUR,HIC,2020,8,65+,3.0,2020-08-01,2020Q3
Malta,MLT,EUR,HIC,2020,9,65+,27.0,2020-09-01,2020Q3
Malta,MLT,EUR,HIC,2020,10,65+,23.0,2020-10-01,2020Q4
Malta,MLT,EUR,HIC,2020,3,65+,0.0,2020-03-01,2020Q1
Malta,MLT,EUR,HIC,2020,6,65+,0.0,2020-06-01,2020Q2
Malta,MLT,EUR,HIC,2020,4,65+,4.0,2020-04-01,2020Q2
Malta,MLT,EUR,HIC,2020,5,65+,3.0,2020-05-01,2020Q2
Malta,MLT,EUR,HIC,2020,7,65+,0.0,2020-07-01,2020Q3
Uruguay,URY,AMR,HIC,2020,3,65+,12.0,2020-03-01,2020Q1
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,5,65+,636.0,2020-05-01,2020Q2
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,6,65+,119.0,2020-06-01,2020Q2
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,7,65+,40.0,2020-07-01,2020Q3
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,9,65+,271.0,2020-09-01,2020Q3
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,12,65+,2427.0,2020-12-01,2020Q4
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,8,65+,75.0,2020-08-01,2020Q3
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,11,65+,1666.0,2020-11-01,2020Q4
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,10,65+,1269.0,2020-10-01,2020Q4
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,4,65+,3997.0,2020-04-01,2020Q2
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,1,65+,0.0,2020-01-01,2020Q1
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,3,65+,1071.0,2020-03-01,2020Q1
Bhutan,BTN,SEAR,LMC,2020,6,65+,0.0,2020-06-01,2020Q2
Nepal,NPL,SEAR,LMC,2020,4,65+,0.0,2020-04-01,2020Q2
Bhutan,BTN,SEAR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
Nepal,NPL,SEAR,LMC,2020,11,65+,286.0,2020-11-01,2020Q4
Nepal,NPL,SEAR,LMC,2020,12,65+,213.0,2020-12-01,2020Q4
Nepal,NPL,SEAR,LMC,2020,9,65+,134.0,2020-09-01,2020Q3
Nepal,NPL,SEAR,LMC,2020,10,65+,223.0,2020-10-01,2020Q4
Bhutan,BTN,SEAR,LMC,2020,12,65+,0.0,2020-12-01,2020Q4
Nepal,NPL,SEAR,LMC,2020,8,65+,32.0,2020-08-01,2020Q3
Uzbekistan,UZB,EUR,LMC,2020,9,65+,0.0,2020-09-01,2020Q3
Uzbekistan,UZB,EUR,LMC,2020,10,65+,0.0,2020-10-01,2020Q4
Uzbekistan,UZB,EUR,LMC,2020,3,65+,0.0,2020-03-01,2020Q1
United States of America,USA,AMR,HIC,2020,1,65+,4.0,2020-01-01,2020Q1
United States of America,USA,AMR,HIC,2020,2,65+,14.0,2020-02-01,2020Q1
United States of America,USA,AMR,HIC,2020,3,65+,5232.0,2020-03-01,2020Q1
United States of America,USA,AMR,HIC,2020,4,65+,52677.0,2020-04-01,2020Q2
United States of America,USA,AMR,HIC,2020,9,65+,15122.0,2020-09-01,2020Q3
United States of America,USA,AMR,HIC,2020,6,65+,13775.0,2020-06-01,2020Q2
Botswana,BWA,AFR,UMC,2020,3,65+,1.0,2020-03-01,2020Q1
Maldives,MDV,SEAR,UMC,2020,3,65+,0.0,2020-03-01,2020Q1
United States of America,USA,AMR,HIC,2020,7,65+,23202.0,2020-07-01,2020Q3
United States of America,USA,AMR,HIC,2020,11,65+,44722.0,2020-11-01,2020Q4
Maldives,MDV,SEAR,UMC,2020,6,65+,0.0,2020-06-01,2020Q2
Maldives,MDV,SEAR,UMC,2020,7,65+,3.0,2020-07-01,2020Q3
Maldives,MDV,SEAR,UMC,2020,8,65+,2.0,2020-08-01,2020Q3
Maldives,MDV,SEAR,UMC,2020,9,65+,0.0,2020-09-01,2020Q3
Maldives,MDV,SEAR,UMC,2020,5,65+,1.0,2020-05-01,2020Q2
United States of America,USA,AMR,HIC,2020,5,65+,31267.0,2020-05-01,2020Q2
United States of America,USA,AMR,HIC,2020,12,65+,81503.0,2020-12-01,2020Q4
United States of America,USA,AMR,HIC,2020,10,65+,20521.0,2020-10-01,2020Q4
United States of America,USA,AMR,HIC,2020,8,65+,23037.0,2020-08-01,2020Q3
Maldives,MDV,SEAR,UMC,2020,4,65+,1.0,2020-04-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,3,65+,10.0,2020-03-01,2020Q1
Malaysia,MYS,WPR,UMC,2020,6,65+,4.0,2020-06-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,8,65+,0.0,2020-08-01,2020Q3
Malaysia,MYS,WPR,UMC,2020,7,65+,4.0,2020-07-01,2020Q3
Malaysia,MYS,WPR,UMC,2020,9,65+,5.0,2020-09-01,2020Q3
Botswana,BWA,AFR,UMC,2020,6,65+,1.0,2020-06-01,2020Q2
Malaysia,MYS,WPR,UMC,2020,11,65+,48.0,2020-11-01,2020Q4
Malaysia,MYS,WPR,UMC,2020,12,65+,80.0,2020-12-01,2020Q4
Malaysia,MYS,WPR,UMC,2020,10,65+,51.0,2020-10-01,2020Q4
Mali,MLI,AFR,LIC,2020,3,65+,0.0,2020-03-01,2020Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2020,8,65+,0.0,2020-08-01,2020Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2020,10,65+,118.0,2020-10-01,2020Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2020,7,65+,0.0,2020-07-01,2020Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2020,5,65+,0.0,2020-05-01,2020Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2020,6,65+,0.0,2020-06-01,2020Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2020,4,65+,0.0,2020-04-01,2020Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2020,3,65+,0.0,2020-03-01,2020Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2020,9,65+,0.0,2020-09-01,2020Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2020,12,65+,1105.0,2020-12-01,2020Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2020,11,65+,1027.0,2020-11-01,2020Q4
Panama,PAN,AMR,HIC,2020,6,65+,184.0,2020-06-01,2020Q2
Iceland,ISL,EUR,HIC,2020,5,65+,0.0,2020-05-01,2020Q2
Iceland,ISL,EUR,HIC,2020,8,65+,0.0,2020-08-01,2020Q3
Slovakia,SVK,EUR,HIC,2020,1,65+,0.0,2020-01-01,2020Q1
Slovakia,SVK,EUR,HIC,2020,3,65+,0.0,2020-03-01,2020Q1
Slovakia,SVK,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Slovakia,SVK,EUR,HIC,2020,4,65+,22.0,2020-04-01,2020Q2
Iceland,ISL,EUR,HIC,2020,10,65+,5.0,2020-10-01,2020Q4
Iceland,ISL,EUR,HIC,2020,3,65+,1.0,2020-03-01,2020Q1
Iceland,ISL,EUR,HIC,2020,4,65+,8.0,2020-04-01,2020Q2
Slovakia,SVK,EUR,HIC,2020,6,65+,0.0,2020-06-01,2020Q2
Iceland,ISL,EUR,HIC,2020,2,65+,0.0,2020-02-01,2020Q1
Slovakia,SVK,EUR,HIC,2020,5,65+,3.0,2020-05-01,2020Q2
Iceland,ISL,EUR,HIC,2020,11,65+,9.0,2020-11-01,2020Q4
Iceland,ISL,EUR,HIC,2020,12,65+,3.0,2020-12-01,2020Q4
Iceland,ISL,EUR,HIC,2020,9,65+,0.0,2020-09-01,2020Q3
Iceland,ISL,EUR,HIC,2020,7,65+,0.0,2020-07-01,2020Q3
Slovakia,SVK,EUR,HIC,2020,9,65+,41.0,2020-09-01,2020Q3
Slovakia,SVK,EUR,HIC,2020,11,65+,842.0,2020-11-01,2020Q4
Slovakia,SVK,EUR,HIC,2020,7,65+,2.0,2020-07-01,2020Q3
Slovakia,SVK,EUR,HIC,2020,8,65+,7.0,2020-08-01,2020Q3
Iceland,ISL,EUR,HIC,2020,6,65+,0.0,2020-06-01,2020Q2
Slovakia,SVK,EUR,HIC,2020,12,65+,1640.0,2020-12-01,2020Q4
Slovakia,SVK,EUR,HIC,2020,10,65+,341.0,2020-10-01,2020Q4
Rwanda,RWA,AFR,LIC,2020,9,65+,0.0,2020-09-01,2020Q3
Rwanda,RWA,AFR,LIC,2020,8,65+,0.0,2020-08-01,2020Q3
Rwanda,RWA,AFR,LIC,2020,5,65+,0.0,2020-05-01,2020Q2
Rwanda,RWA,AFR,LIC,2020,7,65+,0.0,2020-07-01,2020Q3
Rwanda,RWA,AFR,LIC,2020,10,65+,0.0,2020-10-01,2020Q4
Rwanda,RWA,AFR,LIC,2020,6,65+,0.0,2020-06-01,2020Q2
Rwanda,RWA,AFR,LIC,2020,4,65+,0.0,2020-04-01,2020Q2
Rwanda,RWA,AFR,LIC,2020,3,65+,0.0,2020-03-01,2020Q1
Slovenia,SVN,EUR,HIC,2020,6,65+,2.0,2020-06-01,2020Q2
