Country,iso_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths,Date,YearQuarter
Malta,MLT,EUR,HIC,2023,10,65+,5.0,2023-10-01,2023Q4
Venezuela (Bolivarian Republic of),VEN,AMR,,2023,1,65+,0.0,2023-01-01,2023Q1
Mauritania,MRT,AFR,LMC,2023,8,65+,0.0,2023-08-01,2023Q3
Mauritania,MRT,AFR,LMC,2023,9,65+,0.0,2023-09-01,2023Q3
Mauritania,MRT,AFR,LMC,2023,10,65+,0.0,2023-10-01,2023Q4
Malta,MLT,EUR,HIC,2023,6,65+,6.0,2023-06-01,2023Q2
Malaysia,MYS,WPR,UMC,2023,7,65+,7.0,2023-07-01,2023Q3
Malaysia,MYS,WPR,UMC,2023,1,65+,68.0,2023-01-01,2023Q1
Malaysia,MYS,WPR,UMC,2023,8,65+,2.0,2023-08-01,2023Q3
Malaysia,MYS,WPR,UMC,2023,4,65+,30.0,2023-04-01,2023Q2
Malaysia,MYS,WPR,UMC,2023,10,65+,4.0,2023-10-01,2023Q4
Malaysia,MYS,WPR,UMC,2023,11,65+,18.0,2023-11-01,2023Q4
Malaysia,MYS,WPR,UMC,2023,12,65+,57.0,2023-12-01,2023Q4
Malaysia,MYS,WPR,UMC,2023,6,65+,28.0,2023-06-01,2023Q2
Malaysia,MYS,WPR,UMC,2023,3,65+,20.0,2023-03-01,2023Q1
Malaysia,MYS,WPR,UMC,2023,2,65+,14.0,2023-02-01,2023Q1
Malaysia,MYS,WPR,UMC,2023,9,65+,8.0,2023-09-01,2023Q3
Malaysia,MYS,WPR,UMC,2023,5,65+,77.0,2023-05-01,2023Q2
Belgium,BEL,EUR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
Belgium,BEL,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Belgium,BEL,EUR,HIC,2023,6,65+,13.0,2023-06-01,2023Q2
Belgium,BEL,EUR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Belgium,BEL,EUR,HIC,2023,5,65+,43.0,2023-05-01,2023Q2
Belgium,BEL,EUR,HIC,2023,3,65+,215.0,2023-03-01,2023Q1
Belgium,BEL,EUR,HIC,2023,1,65+,168.0,2023-01-01,2023Q1
Venezuela (Bolivarian Republic of),VEN,AMR,,2023,2,65+,2.0,2023-02-01,2023Q1
Nepal,NPL,SEAR,LMC,2023,5,65+,0.0,2023-05-01,2023Q2
Nepal,NPL,SEAR,LMC,2023,1,65+,0.0,2023-01-01,2023Q1
Malta,MLT,EUR,HIC,2023,4,65+,6.0,2023-04-01,2023Q2
Nepal,NPL,SEAR,LMC,2023,2,65+,0.0,2023-02-01,2023Q1
Malta,MLT,EUR,HIC,2023,2,65+,9.0,2023-02-01,2023Q1
Belgium,BEL,EUR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
Nepal,NPL,SEAR,LMC,2023,6,65+,0.0,2023-06-01,2023Q2
Nepal,NPL,SEAR,LMC,2023,4,65+,5.0,2023-04-01,2023Q2
Nepal,NPL,SEAR,LMC,2023,3,65+,0.0,2023-03-01,2023Q1
Nepal,NPL,SEAR,LMC,2023,9,65+,0.0,2023-09-01,2023Q3
Nepal,NPL,SEAR,LMC,2023,8,65+,0.0,2023-08-01,2023Q3
Netherlands (Kingdom of the),NLD,EUR,HIC,2023,1,65+,0.0,2023-01-01,2023Q1
Netherlands (Kingdom of the),NLD,EUR,HIC,2023,3,65+,0.0,2023-03-01,2023Q1
Netherlands (Kingdom of the),NLD,EUR,HIC,2023,2,65+,0.0,2023-02-01,2023Q1
Mauritania,MRT,AFR,LMC,2023,11,65+,0.0,2023-11-01,2023Q4
Azerbaijan,AZE,EUR,UMC,2023,1,65+,0.0,2023-01-01,2023Q1
Azerbaijan,AZE,EUR,UMC,2023,3,65+,0.0,2023-03-01,2023Q1
Azerbaijan,AZE,EUR,UMC,2023,4,65+,0.0,2023-04-01,2023Q2
Azerbaijan,AZE,EUR,UMC,2023,11,65+,0.0,2023-11-01,2023Q4
Azerbaijan,AZE,EUR,UMC,2023,10,65+,0.0,2023-10-01,2023Q4
Azerbaijan,AZE,EUR,UMC,2023,8,65+,0.0,2023-08-01,2023Q3
Azerbaijan,AZE,EUR,UMC,2023,2,65+,0.0,2023-02-01,2023Q1
Azerbaijan,AZE,EUR,UMC,2023,9,65+,0.0,2023-09-01,2023Q3
Azerbaijan,AZE,EUR,UMC,2023,5,65+,0.0,2023-05-01,2023Q2
Azerbaijan,AZE,EUR,UMC,2023,7,65+,0.0,2023-07-01,2023Q3
Azerbaijan,AZE,EUR,UMC,2023,6,65+,0.0,2023-06-01,2023Q2
Montenegro,MNE,EUR,UMC,2023,4,65+,11.0,2023-04-01,2023Q2
Montenegro,MNE,EUR,UMC,2023,3,65+,13.0,2023-03-01,2023Q1
Montenegro,MNE,EUR,UMC,2023,2,65+,5.0,2023-02-01,2023Q1
Montenegro,MNE,EUR,UMC,2023,1,65+,4.0,2023-01-01,2023Q1
Montenegro,MNE,EUR,UMC,2023,5,65+,2.0,2023-05-01,2023Q2
Austria,AUT,EUR,HIC,2023,6,65+,15.0,2023-06-01,2023Q2
Austria,AUT,EUR,HIC,2023,4,65+,118.0,2023-04-01,2023Q2
Austria,AUT,EUR,HIC,2023,1,65+,192.0,2023-01-01,2023Q1
Austria,AUT,EUR,HIC,2023,3,65+,264.0,2023-03-01,2023Q1
Austria,AUT,EUR,HIC,2023,5,65+,63.0,2023-05-01,2023Q2
Austria,AUT,EUR,HIC,2023,2,65+,161.0,2023-02-01,2023Q1
Bahrain,BHR,EMR,HIC,2023,4,65+,3.0,2023-04-01,2023Q2
Bahrain,BHR,EMR,HIC,2023,7,65+,1.0,2023-07-01,2023Q3
Bahrain,BHR,EMR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Mauritania,MRT,AFR,LMC,2023,12,65+,0.0,2023-12-01,2023Q4
Mexico,MEX,AMR,UMC,2023,5,65+,130.0,2023-05-01,2023Q2
Mexico,MEX,AMR,UMC,2023,6,65+,54.0,2023-06-01,2023Q2
Bahamas,BHS,AMR,HIC,2023,10,65+,1.0,2023-10-01,2023Q4
Mexico,MEX,AMR,UMC,2023,1,65+,665.0,2023-01-01,2023Q1
Mexico,MEX,AMR,UMC,2023,4,65+,170.0,2023-04-01,2023Q2
Mexico,MEX,AMR,UMC,2023,7,65+,61.0,2023-07-01,2023Q3
Mexico,MEX,AMR,UMC,2023,9,65+,12.0,2023-09-01,2023Q3
Bahamas,BHS,AMR,HIC,2023,12,65+,0.0,2023-12-01,2023Q4
Bahamas,BHS,AMR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
Mexico,MEX,AMR,UMC,2023,2,65+,312.0,2023-02-01,2023Q1
Mexico,MEX,AMR,UMC,2023,3,65+,279.0,2023-03-01,2023Q1
Mexico,MEX,AMR,UMC,2023,8,65+,99.0,2023-08-01,2023Q3
Bahrain,BHR,EMR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
Bahrain,BHR,EMR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Bahrain,BHR,EMR,HIC,2023,2,65+,5.0,2023-02-01,2023Q1
Bahrain,BHR,EMR,HIC,2023,1,65+,1.0,2023-01-01,2023Q1
Bahrain,BHR,EMR,HIC,2023,3,65+,6.0,2023-03-01,2023Q1
Latvia,LVA,EUR,HIC,2023,10,65+,14.0,2023-10-01,2023Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2023,11,65+,7.0,2023-11-01,2023Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2023,9,65+,3.0,2023-09-01,2023Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2023,4,65+,11.0,2023-04-01,2023Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2023,10,65+,6.0,2023-10-01,2023Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2023,3,65+,29.0,2023-03-01,2023Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2023,7,65+,0.0,2023-07-01,2023Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2023,12,65+,6.0,2023-12-01,2023Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2023,8,65+,0.0,2023-08-01,2023Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2023,6,65+,4.0,2023-06-01,2023Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2023,1,65+,26.0,2023-01-01,2023Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2023,5,65+,10.0,2023-05-01,2023Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2023,2,65+,15.0,2023-02-01,2023Q1
Kyrgyzstan,KGZ,EUR,LMC,2023,5,65+,0.0,2023-05-01,2023Q2
Kyrgyzstan,KGZ,EUR,LMC,2023,4,65+,0.0,2023-04-01,2023Q2
Kyrgyzstan,KGZ,EUR,LMC,2023,1,65+,0.0,2023-01-01,2023Q1
Kyrgyzstan,KGZ,EUR,LMC,2023,11,65+,0.0,2023-11-01,2023Q4
Kyrgyzstan,KGZ,EUR,LMC,2023,9,65+,0.0,2023-09-01,2023Q3
Kyrgyzstan,KGZ,EUR,LMC,2023,3,65+,0.0,2023-03-01,2023Q1
Kyrgyzstan,KGZ,EUR,LMC,2023,2,65+,0.0,2023-02-01,2023Q1
Kyrgyzstan,KGZ,EUR,LMC,2023,10,65+,0.0,2023-10-01,2023Q4
Kyrgyzstan,KGZ,EUR,LMC,2023,8,65+,0.0,2023-08-01,2023Q3
Kyrgyzstan,KGZ,EUR,LMC,2023,6,65+,0.0,2023-06-01,2023Q2
Kyrgyzstan,KGZ,EUR,LMC,2023,7,65+,0.0,2023-07-01,2023Q3
British Virgin Islands,VGB,AMR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
British Virgin Islands,VGB,AMR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
British Virgin Islands,VGB,AMR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
British Virgin Islands,VGB,AMR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
British Virgin Islands,VGB,AMR,HIC,2023,12,65+,0.0,2023-12-01,2023Q4
British Virgin Islands,VGB,AMR,HIC,2023,9,65+,0.0,2023-09-01,2023Q3
British Virgin Islands,VGB,AMR,HIC,2023,1,65+,0.0,2023-01-01,2023Q1
British Virgin Islands,VGB,AMR,HIC,2023,3,65+,0.0,2023-03-01,2023Q1
British Virgin Islands,VGB,AMR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
British Virgin Islands,VGB,AMR,HIC,2023,2,65+,0.0,2023-02-01,2023Q1
British Virgin Islands,VGB,AMR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
British Virgin Islands,VGB,AMR,HIC,2023,4,65+,0.0,2023-04-01,2023Q2
North Macedonia,MKD,EUR,UMC,2023,7,65+,0.0,2023-07-01,2023Q3
North Macedonia,MKD,EUR,UMC,2023,3,65+,12.0,2023-03-01,2023Q1
Latvia,LVA,EUR,HIC,2023,3,65+,32.0,2023-03-01,2023Q1
Latvia,LVA,EUR,HIC,2023,4,65+,24.0,2023-04-01,2023Q2
Latvia,LVA,EUR,HIC,2023,2,65+,16.0,2023-02-01,2023Q1
Latvia,LVA,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Latvia,LVA,EUR,HIC,2023,9,65+,8.0,2023-09-01,2023Q3
Latvia,LVA,EUR,HIC,2023,11,65+,23.0,2023-11-01,2023Q4
Latvia,LVA,EUR,HIC,2023,1,65+,26.0,2023-01-01,2023Q1
North Macedonia,MKD,EUR,UMC,2023,5,65+,5.0,2023-05-01,2023Q2
North Macedonia,MKD,EUR,UMC,2023,9,65+,6.0,2023-09-01,2023Q3
North Macedonia,MKD,EUR,UMC,2023,4,65+,15.0,2023-04-01,2023Q2
North Macedonia,MKD,EUR,UMC,2023,2,65+,10.0,2023-02-01,2023Q1
North Macedonia,MKD,EUR,UMC,2023,1,65+,18.0,2023-01-01,2023Q1
Latvia,LVA,EUR,HIC,2023,5,65+,15.0,2023-05-01,2023Q2
Latvia,LVA,EUR,HIC,2023,6,65+,7.0,2023-06-01,2023Q2
Latvia,LVA,EUR,HIC,2023,8,65+,2.0,2023-08-01,2023Q3
North Macedonia,MKD,EUR,UMC,2023,6,65+,2.0,2023-06-01,2023Q2
North Macedonia,MKD,EUR,UMC,2023,12,65+,2.0,2023-12-01,2023Q4
North Macedonia,MKD,EUR,UMC,2023,10,65+,12.0,2023-10-01,2023Q4
North Macedonia,MKD,EUR,UMC,2023,11,65+,5.0,2023-11-01,2023Q4
North Macedonia,MKD,EUR,UMC,2023,8,65+,0.0,2023-08-01,2023Q3
United States of America,USA,AMR,HIC,2023,3,65+,6698.0,2023-03-01,2023Q1
Luxembourg,LUX,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Luxembourg,LUX,EUR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
Luxembourg,LUX,EUR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,3,65+,0.0,2023-03-01,2023Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,1,65+,0.0,2023-01-01,2023Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,10,65+,1.0,2023-10-01,2023Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,8,65+,0.0,2023-08-01,2023Q3
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,5,65+,1.0,2023-05-01,2023Q2
Luxembourg,LUX,EUR,HIC,2023,4,65+,0.0,2023-04-01,2023Q2
Luxembourg,LUX,EUR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
Luxembourg,LUX,EUR,HIC,2023,9,65+,0.0,2023-09-01,2023Q3
Luxembourg,LUX,EUR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
Luxembourg,LUX,EUR,HIC,2023,2,65+,2.0,2023-02-01,2023Q1
Luxembourg,LUX,EUR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Luxembourg,LUX,EUR,HIC,2023,1,65+,13.0,2023-01-01,2023Q1
Luxembourg,LUX,EUR,HIC,2023,3,65+,8.0,2023-03-01,2023Q1
United States of America,USA,AMR,HIC,2023,11,65+,5548.0,2023-11-01,2023Q4
United States of America,USA,AMR,HIC,2023,12,65+,7660.0,2023-12-01,2023Q4
United States of America,USA,AMR,HIC,2023,2,65+,7788.0,2023-02-01,2023Q1
United States of America,USA,AMR,HIC,2023,6,65+,2250.0,2023-06-01,2023Q2
United States of America,USA,AMR,HIC,2023,5,65+,3070.0,2023-05-01,2023Q2
United States of America,USA,AMR,HIC,2023,4,65+,4532.0,2023-04-01,2023Q2
United States of America,USA,AMR,HIC,2023,8,65+,3524.0,2023-08-01,2023Q3
United States of America,USA,AMR,HIC,2023,7,65+,2059.0,2023-07-01,2023Q3
United States of America,USA,AMR,HIC,2023,9,65+,5244.0,2023-09-01,2023Q3
United States of America,USA,AMR,HIC,2023,1,65+,13006.0,2023-01-01,2023Q1
United States of America,USA,AMR,HIC,2023,10,65+,5252.0,2023-10-01,2023Q4
Lithuania,LTU,EUR,HIC,2023,2,65+,14.0,2023-02-01,2023Q1
Lithuania,LTU,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Lithuania,LTU,EUR,HIC,2023,10,65+,9.0,2023-10-01,2023Q4
Lithuania,LTU,EUR,HIC,2023,11,65+,20.0,2023-11-01,2023Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,9,65+,0.0,2023-09-01,2023Q3
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,12,65+,0.0,2023-12-01,2023Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,6,65+,0.0,2023-06-01,2023Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,11,65+,0.0,2023-11-01,2023Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,7,65+,0.0,2023-07-01,2023Q3
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,2,65+,0.0,2023-02-01,2023Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2023,4,65+,0.0,2023-04-01,2023Q2
Lithuania,LTU,EUR,HIC,2023,1,65+,38.0,2023-01-01,2023Q1
Lithuania,LTU,EUR,HIC,2023,12,65+,4.0,2023-12-01,2023Q4
Lithuania,LTU,EUR,HIC,2023,3,65+,14.0,2023-03-01,2023Q1
Lithuania,LTU,EUR,HIC,2023,4,65+,9.0,2023-04-01,2023Q2
Lithuania,LTU,EUR,HIC,2023,6,65+,2.0,2023-06-01,2023Q2
Lithuania,LTU,EUR,HIC,2023,5,65+,12.0,2023-05-01,2023Q2
Lithuania,LTU,EUR,HIC,2023,8,65+,5.0,2023-08-01,2023Q3
Lithuania,LTU,EUR,HIC,2023,9,65+,2.0,2023-09-01,2023Q3
Liechtenstein,LIE,EUR,HIC,2023,4,65+,0.0,2023-04-01,2023Q2
Liechtenstein,LIE,EUR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
Liechtenstein,LIE,EUR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
Liechtenstein,LIE,EUR,HIC,2023,2,65+,0.0,2023-02-01,2023Q1
Liechtenstein,LIE,EUR,HIC,2023,3,65+,4.0,2023-03-01,2023Q1
Liechtenstein,LIE,EUR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Liechtenstein,LIE,EUR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Liechtenstein,LIE,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Liechtenstein,LIE,EUR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
Liechtenstein,LIE,EUR,HIC,2023,1,65+,0.0,2023-01-01,2023Q1
Liechtenstein,LIE,EUR,HIC,2023,9,65+,0.0,2023-09-01,2023Q3
Liechtenstein,LIE,EUR,HIC,2023,12,65+,1.0,2023-12-01,2023Q4
Suriname,SUR,AMR,UMC,2023,1,65+,0.0,2023-01-01,2023Q1
Suriname,SUR,AMR,UMC,2023,8,65+,0.0,2023-08-01,2023Q3
Suriname,SUR,AMR,UMC,2023,2,65+,0.0,2023-02-01,2023Q1
Suriname,SUR,AMR,UMC,2023,3,65+,0.0,2023-03-01,2023Q1
Suriname,SUR,AMR,UMC,2023,4,65+,0.0,2023-04-01,2023Q2
Suriname,SUR,AMR,UMC,2023,5,65+,0.0,2023-05-01,2023Q2
Suriname,SUR,AMR,UMC,2023,11,65+,0.0,2023-11-01,2023Q4
Suriname,SUR,AMR,UMC,2023,9,65+,0.0,2023-09-01,2023Q3
Suriname,SUR,AMR,UMC,2023,12,65+,0.0,2023-12-01,2023Q4
Suriname,SUR,AMR,UMC,2023,10,65+,0.0,2023-10-01,2023Q4
Suriname,SUR,AMR,UMC,2023,6,65+,0.0,2023-06-01,2023Q2
Suriname,SUR,AMR,UMC,2023,7,65+,0.0,2023-07-01,2023Q3
Cyprus,CYP,EUR,HIC,2023,4,65+,0.0,2023-04-01,2023Q2
Cyprus,CYP,EUR,HIC,2023,1,65+,0.0,2023-01-01,2023Q1
Cyprus,CYP,EUR,HIC,2023,3,65+,0.0,2023-03-01,2023Q1
Cyprus,CYP,EUR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
Cyprus,CYP,EUR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
Cyprus,CYP,EUR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Cyprus,CYP,EUR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Cyprus,CYP,EUR,HIC,2023,9,65+,0.0,2023-09-01,2023Q3
Cyprus,CYP,EUR,HIC,2023,2,65+,0.0,2023-02-01,2023Q1
Cyprus,CYP,EUR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Czechia,CZE,EUR,HIC,2023,4,65+,87.0,2023-04-01,2023Q2
Czechia,CZE,EUR,HIC,2023,11,65+,167.0,2023-11-01,2023Q4
Czechia,CZE,EUR,HIC,2023,10,65+,66.0,2023-10-01,2023Q4
Czechia,CZE,EUR,HIC,2023,9,65+,25.0,2023-09-01,2023Q3
Czechia,CZE,EUR,HIC,2023,8,65+,8.0,2023-08-01,2023Q3
Czechia,CZE,EUR,HIC,2023,1,65+,128.0,2023-01-01,2023Q1
Czechia,CZE,EUR,HIC,2023,7,65+,3.0,2023-07-01,2023Q3
Czechia,CZE,EUR,HIC,2023,3,65+,222.0,2023-03-01,2023Q1
Czechia,CZE,EUR,HIC,2023,12,65+,251.0,2023-12-01,2023Q4
Czechia,CZE,EUR,HIC,2023,6,65+,3.0,2023-06-01,2023Q2
Saint Lucia,LCA,AMR,UMC,2023,10,65+,0.0,2023-10-01,2023Q4
Saint Lucia,LCA,AMR,UMC,2023,2,65+,0.0,2023-02-01,2023Q1
Saint Lucia,LCA,AMR,UMC,2023,3,65+,0.0,2023-03-01,2023Q1
Saint Lucia,LCA,AMR,UMC,2023,5,65+,0.0,2023-05-01,2023Q2
Saint Lucia,LCA,AMR,UMC,2023,4,65+,0.0,2023-04-01,2023Q2
Saint Lucia,LCA,AMR,UMC,2023,1,65+,0.0,2023-01-01,2023Q1
Czechia,CZE,EUR,HIC,2023,5,65+,34.0,2023-05-01,2023Q2
Czechia,CZE,EUR,HIC,2023,2,65+,122.0,2023-02-01,2023Q1
Saint Lucia,LCA,AMR,UMC,2023,12,65+,0.0,2023-12-01,2023Q4
Saint Lucia,LCA,AMR,UMC,2023,7,65+,0.0,2023-07-01,2023Q3
Saint Lucia,LCA,AMR,UMC,2023,11,65+,0.0,2023-11-01,2023Q4
Saint Lucia,LCA,AMR,UMC,2023,6,65+,0.0,2023-06-01,2023Q2
Saint Lucia,LCA,AMR,UMC,2023,9,65+,1.0,2023-09-01,2023Q3
Saint Lucia,LCA,AMR,UMC,2023,8,65+,0.0,2023-08-01,2023Q3
Greece,GRC,EUR,HIC,2023,9,65+,181.0,2023-09-01,2023Q3
Greece,GRC,EUR,HIC,2023,5,65+,256.0,2023-05-01,2023Q2
Greece,GRC,EUR,HIC,2023,7,65+,71.0,2023-07-01,2023Q3
Greece,GRC,EUR,HIC,2023,12,65+,303.0,2023-12-01,2023Q4
Greece,GRC,EUR,HIC,2023,10,65+,232.0,2023-10-01,2023Q4
Greece,GRC,EUR,HIC,2023,8,65+,164.0,2023-08-01,2023Q3
Greece,GRC,EUR,HIC,2023,1,65+,710.0,2023-01-01,2023Q1
Greece,GRC,EUR,HIC,2023,6,65+,94.0,2023-06-01,2023Q2
Greece,GRC,EUR,HIC,2023,11,65+,234.0,2023-11-01,2023Q4
Denmark,DNK,EUR,HIC,2023,3,65+,153.0,2023-03-01,2023Q1
Denmark,DNK,EUR,HIC,2023,6,65+,20.0,2023-06-01,2023Q2
Denmark,DNK,EUR,HIC,2023,1,65+,164.0,2023-01-01,2023Q1
Denmark,DNK,EUR,HIC,2023,5,65+,104.0,2023-05-01,2023Q2
Denmark,DNK,EUR,HIC,2023,2,65+,94.0,2023-02-01,2023Q1
Argentina,ARG,AMR,UMC,2023,4,65+,0.0,2023-04-01,2023Q2
Denmark,DNK,EUR,HIC,2023,10,65+,115.0,2023-10-01,2023Q4
Denmark,DNK,EUR,HIC,2023,9,65+,54.0,2023-09-01,2023Q3
Denmark,DNK,EUR,HIC,2023,8,65+,40.0,2023-08-01,2023Q3
Denmark,DNK,EUR,HIC,2023,7,65+,16.0,2023-07-01,2023Q3
Denmark,DNK,EUR,HIC,2023,12,65+,352.0,2023-12-01,2023Q4
Denmark,DNK,EUR,HIC,2023,11,65+,252.0,2023-11-01,2023Q4
Denmark,DNK,EUR,HIC,2023,4,65+,150.0,2023-04-01,2023Q2
Greece,GRC,EUR,HIC,2023,4,65+,194.0,2023-04-01,2023Q2
Greece,GRC,EUR,HIC,2023,2,65+,413.0,2023-02-01,2023Q1
Greece,GRC,EUR,HIC,2023,3,65+,350.0,2023-03-01,2023Q1
Argentina,ARG,AMR,UMC,2023,5,65+,0.0,2023-05-01,2023Q2
Croatia,HRV,EUR,HIC,2023,4,65+,104.0,2023-04-01,2023Q2
Guyana,GUY,AMR,HIC,2023,3,65+,0.0,2023-03-01,2023Q1
Guyana,GUY,AMR,HIC,2023,7,65+,0.0,2023-07-01,2023Q3
Croatia,HRV,EUR,HIC,2023,1,65+,222.0,2023-01-01,2023Q1
Switzerland,CHE,EUR,HIC,2023,8,65+,9.0,2023-08-01,2023Q3
Guyana,GUY,AMR,HIC,2023,11,65+,0.0,2023-11-01,2023Q4
Switzerland,CHE,EUR,HIC,2023,10,65+,17.0,2023-10-01,2023Q4
Guyana,GUY,AMR,HIC,2023,12,65+,0.0,2023-12-01,2023Q4
Guyana,GUY,AMR,HIC,2023,2,65+,2.0,2023-02-01,2023Q1
Guyana,GUY,AMR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Guyana,GUY,AMR,HIC,2023,1,65+,4.0,2023-01-01,2023Q1
Guyana,GUY,AMR,HIC,2023,4,65+,0.0,2023-04-01,2023Q2
Guyana,GUY,AMR,HIC,2023,9,65+,0.0,2023-09-01,2023Q3
Guyana,GUY,AMR,HIC,2023,10,65+,0.0,2023-10-01,2023Q4
Guyana,GUY,AMR,HIC,2023,5,65+,0.0,2023-05-01,2023Q2
Guyana,GUY,AMR,HIC,2023,8,65+,0.0,2023-08-01,2023Q3
Switzerland,CHE,EUR,HIC,2023,11,65+,53.0,2023-11-01,2023Q4
Switzerland,CHE,EUR,HIC,2023,12,65+,31.0,2023-12-01,2023Q4
Croatia,HRV,EUR,HIC,2023,2,65+,97.0,2023-02-01,2023Q1
Sweden,SWE,EUR,HIC,2023,7,65+,67.0,2023-07-01,2023Q3
Sweden,SWE,EUR,HIC,2023,3,65+,222.0,2023-03-01,2023Q1
Saint Kitts and Nevis,KNA,AMR,HIC,2023,1,65+,0.0,2023-01-01,2023Q1
Sweden,SWE,EUR,HIC,2023,4,65+,244.0,2023-04-01,2023Q2
Sweden,SWE,EUR,HIC,2023,1,65+,1013.0,2023-01-01,2023Q1
Sweden,SWE,EUR,HIC,2023,8,65+,73.0,2023-08-01,2023Q3
Sweden,SWE,EUR,HIC,2023,2,65+,243.0,2023-02-01,2023Q1
Sweden,SWE,EUR,HIC,2023,5,65+,270.0,2023-05-01,2023Q2
Sweden,SWE,EUR,HIC,2023,6,65+,114.0,2023-06-01,2023Q2
Sweden,SWE,EUR,HIC,2023,9,65+,123.0,2023-09-01,2023Q3
Sweden,SWE,EUR,HIC,2023,10,65+,213.0,2023-10-01,2023Q4
Sweden,SWE,EUR,HIC,2023,11,65+,889.0,2023-11-01,2023Q4
Sweden,SWE,EUR,HIC,2023,12,65+,709.0,2023-12-01,2023Q4
Saint Kitts and Nevis,KNA,AMR,HIC,2023,2,65+,1.0,2023-02-01,2023Q1
Saint Kitts and Nevis,KNA,AMR,HIC,2023,6,65+,0.0,2023-06-01,2023Q2
Saint Kitts and Nevis,KNA,AMR,HIC,2023,3,65+,0.0,2023-03-01,2023Q1
Cura�ao,CUW,AMR,HIC,2023,2,65+,0.0,2023-02-01,2023Q1
Cura�ao,CUW,AMR,HIC,2023,1,65+,2.0,2023-01-01,2023Q1
Switzerland,CHE,EUR,HIC,2023,7,65+,5.0,2023-07-01,2023Q3
Switzerland,CHE,EUR,HIC,2023,3,65+,31.0,2023-03-01,2023Q1
Switzerland,CHE,EUR,HIC,2023,5,65+,19.0,2023-05-01,2023Q2
Croatia,HRV,EUR,HIC,2023,12,65+,148.0,2023-12-01,2023Q4
Croatia,HRV,EUR,HIC,2023,11,65+,100.0,2023-11-01,2023Q4
Croatia,HRV,EUR,HIC,2023,10,65+,67.0,2023-10-01,2023Q4
Croatia,HRV,EUR,HIC,2023,9,65+,44.0,2023-09-01,2023Q3
